SMILES,Solvent,QY
CN(C)c1ccc(/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CN(C)C=O,0.19
CN(C)c1ccc(/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CS(=O)C,0.2
CN(C)c1ccc(/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CC#N,0.11
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,CCOC(=O)C,0.35
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,C(Cl)Cl,0.48
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,CC(=O)C,0.24
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,CN(C)C=O,0.18
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,CC#N,0.075
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,CS(=O)C,0.14
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,C1CCCCC1,0.13
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,C1CCOC1,0.16
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CCOC(=O)C,0.2
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,C(Cl)(Cl)Cl,0.27
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,C(Cl)Cl,0.36
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CC(=O)C,0.31
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CN(C)C=O,0.36
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CS(=O)C,0.4
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CC#N,0.29
O=C1/C(=C/C=C/c2cc3c4c(c2)CCCN4CCC3)CC/C1=C\C=C\c1cc2c3c(c1)CCCN3CCC2,C(Cl)Cl,0.15
O=C1/C(=C/C=C/c2cc3c4c(c2)CCCN4CCC3)CC/C1=C\C=C\c1cc2c3c(c1)CCCN3CCC2,CC(=O)C,0.092
O=C1/C(=C/C=C/c2cc3c4c(c2)CCCN4CCC3)CC/C1=C\C=C\c1cc2c3c(c1)CCCN3CCC2,CN(C)C=O,0.053
O=C1/C(=C/C=C/c2cc3c4c(c2)CCCN4CCC3)CC/C1=C\C=C\c1cc2c3c(c1)CCCN3CCC2,CS(=O)C,0.062
O=C1/C(=C/C=C/c2cc3c4c(c2)CCCN4CCC3)CC/C1=C\C=C\c1cc2c3c(c1)CCCN3CCC2,CC#N,0.037
O=C1/C(=C/C=C/c2cc3c4c(c2)CCCN4CCC3)CC/C1=C\C=C\c1cc2c3c(c1)CCCN3CCC2,CCO,0.026
O=C1/C(=C/C=C/c2cc3c4c(c2)CCCN4CCC3)CC/C1=C\C=C\c1cc2c3c(c1)CCCN3CCC2,CO,0.026
CCN(CC)c1ccc2cc(-c3nc4cc(C(=O)Nc5ccccc5)ccc4o3)c(=O)oc2c1,C(Cl)Cl,0.35
CCN(CC)c1ccc2cc(-c3nc4cc(C(=O)Nc5ccccc5Cl)ccc4o3)c(=O)oc2c1,C(Cl)Cl,0.23
CCN(CC)c1ccc2cc(-c3nc4cc(C(=O)Nc5ccc(C)cc5[N+](=O)[O-])ccc4o3)c(=O)oc2c1,C(Cl)Cl,0.43
CCN(CC)c1ccc2cc(-c3nc4cc(C(=O)Nc5cccc(C)c5)ccc4o3)c(=O)oc2c1,C(Cl)Cl,0.32
CCN(CC)c1ccc2cc(-c3nc4cc(C(=O)Nc5cccc(OC)c5)ccc4o3)c(=O)oc2c1,C(Cl)Cl,0.21
O=C(Nc1ccccc1[N+](=O)[O-])c1ccc2oc(-c3cc4ccccc4oc3=O)nc2c1,C(Cl)Cl,0.12
COc1ccc(NC(=O)C(C(=O)Nc2ccc(OC)cc2)C(c2ccccc2O)c2c(C)[nH]c3ccccc23)cc1,CS(=O)C,0.013
COc1ccc(NC(=O)C(C(=O)Nc2ccc(OC)cc2)C(c2ccccc2O)c2c(C)[nH]c3ccccc23)cc1,CO,0.0094
COc1ccc(NC(=O)C(C(=O)Nc2ccc(OC)cc2)C(c2cc(F)ccc2O)c2c[nH]c3ccc(OC)cc23)cc1,CS(=O)C,0.018
O=P1(c2ccccc2)C(c2ccccc2)=Cc2cc3ccccc3cc21,C(Cl)Cl,0.37
CCOC(=O)c1ccc(C2=Cc3cc4ccccc4cc3P2(=O)c2ccccc2)cc1,C(Cl)Cl,0.54
NCc1ccc(C2=Cc3cc4ccccc4cc3P2(=O)c2ccccc2)cc1,C(Cl)Cl,0.54
COc1ccc(C2=Cc3cc4ccccc4cc3P2(=O)c2ccccc2)cc1,C(Cl)Cl,0.46
O=P1(c2ccccc2)C(c2ccc(C(F)(F)F)cc2)=Cc2cc3ccccc3cc21,C(Cl)Cl,0.42
NCc1ccc(C2=Cc3ccccc3P2(=O)c2ccccc2)cc1,C(Cl)Cl,0.87
O=Cc1ccc(C2=Cc3ccccc3P2(=O)c2ccccc2)cc1,C(Cl)Cl,0.056
c1ccc(-c2cc3cc4ccccc4cc3p2-c2ccccc2)cc1,C(Cl)Cl,0.035
S=P1(c2ccccc2)C(c2ccccc2)=Cc2cc3ccccc3cc21,C(Cl)Cl,0.001
Clc1ccc(/C=C/c2ccncn2)cc1,C(Cl)Cl,0.01
Brc1ccc(/C=C/c2ccncn2)cc1,C(Cl)Cl,0.01
CSc1ccc(/C=C/c2ccncn2)cc1,C(Cl)Cl,0.01
CN(C)c1ccc(/C=C/c2ccncn2)cc1,C(Cl)Cl,0.15
C(=C/c1ccncn1)\c1ccc(N2CCCCC2)cc1,C(Cl)Cl,0.13
C(=C/c1ccncn1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,C(Cl)Cl,0.45
C(=C/c1ccncn1)\c1ccc(-c2ccco2)cc1,C(Cl)Cl,0.01
Clc1ccc(/C=C/c2cnc3ccccc3n2)cc1,C(Cl)Cl,0.01
Brc1ccc(/C=C/c2cnc3ccccc3n2)cc1,C(Cl)Cl,0.02
CSc1ccc(/C=C/c2cnc3ccccc3n2)cc1,C(Cl)Cl,0.02
CN(C)c1ccc(/C=C/c2cnc3ccccc3n2)cc1,C(Cl)Cl,0.59
CN(C)c1ccc(/C=C/c2cnccn2)cc1,C(Cl)Cl,0.17
C(=C/c1cnccn1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,C(Cl)Cl,0.41
C(=C/c1ccncn1)\c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C(Cl)Cl,0.52
COc1ccc(-c2ccc(/C=C/c3ccncn3)cc2)cc1,C(Cl)Cl,0.14
CN(C)c1ccc(-c2ccc(/C=C/c3cnc4ccccc4n3)cc2)cc1,C(Cl)Cl,0.14
COc1ccc(-c2ccc(/C=C/c3cnc4ccccc4n3)cc2)cc1,C(Cl)Cl,0.42
COC(=O)c1ccc(CCc2ccccc2)cc1,CO,0.305
COC(=O)c1ccc(CCc2ccccc2)cc1,CCCCCC,0.42
COC(=O)c1ccc(CCc2ccccc2)cc1,C1CCCCC1,0.421
COC(=O)c1ccc(CCc2ccccc2)cc1,CC#N,0.277
CN(C)c1ccc(CCc2ccccc2)cc1,CO,0.01
CN(C)c1ccc(CCc2ccccc2)cc1,C1CCCCC1,0.35
CN(C)c1ccc(CCc2ccccc2)cc1,CC1=CC=CC=C1,0.39
CN(C)c1ccc(CCc2ccccc2)cc1,CC(=O)C,0.103
CN(C)c1ccc(CCc2ccccc2)cc1,C1COCCO1,0.32
CN(C)c1ccc(CCc2ccccc2)cc1,C1CCOC1,0.244
CN(C)c1ccc(CCc2ccccc2)cc1,CCOC(=O)C,0.25
CN(C)c1ccc(CCc2ccccc2)cc1,CN(C)C=O,0.3
CN(C)c1ccc(CCc2ccccc2)cc1,CS(=O)C,0.29
CN(C)c1ccc(CCc2ccccc2)cc1,CC#N,0.102
CN(C)c1ccc(CCc2ccc(CN)cc2)cc1,CC1=CC=CC=C1,0.38
CN(C)c1ccc(CCc2ccc(CN)cc2)cc1,CC(=O)C,0.49
CN(C)c1ccc(CCc2ccc(CN)cc2)cc1,C1CCOC1,0.4
CN(C)c1ccc(CCc2ccc(CN)cc2)cc1,CCOC(=O)C,0.33
COC(=O)c1ccc(CCc2ccc(N(C)C)cc2)cc1,CO,0.001
COC(=O)c1ccc(CCc2ccc(N(C)C)cc2)cc1,C1CCCCC1,0.351
COC(=O)c1ccc(CCc2ccc(N(C)C)cc2)cc1,C1COCCO1,0.303
COC(=O)c1ccc(CCc2ccc(N(C)C)cc2)cc1,C1CCOC1,0.15
COC(=O)c1ccc(CCc2ccc(N(C)C)cc2)cc1,CCOC(=O)C,0.14
COC(=O)c1ccc(CCc2ccc(N(C)C)cc2)cc1,CN(C)C=O,0.065
COC(=O)c1ccc(CCc2ccc(N(C)C)cc2)cc1,CC#N,0.134
CN(C)c1ccc(CCc2ccc(C=O)cc2)cc1,C1CCCCC1,0.363
CN(C)c1ccc(CCc2ccc(C=O)cc2)cc1,CC1=CC=CC=C1,0.337
CN(C)c1ccc(CCc2ccc(C=O)cc2)cc1,C1COCCO1,0.254
CN(C)c1ccc(CCc2ccc(C=O)cc2)cc1,C1CCOC1,0.131
CN(C)c1ccc(CCc2ccc(C=O)cc2)cc1,CCOC(=O)C,0.174
CN(C)c1ccc(CCc2ccc(C=O)cc2)cc1,CN(C)C=O,0.046
CN(C)c1ccc(CCc2ccc(C=O)cc2)cc1,CS(=O)C,0.037
CN(C)c1ccc(CCc2ccc(C=O)cc2)cc1,CC#N,0.012
CCN(CC)c1ccc2cc(/C=C/C(=O)/C=C(O)/C=C/c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,C1CCOC1,0.62
CCN(CC)c1ccc2cc(/C=C/C(=O)/C=C(O)/C=C/c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,CCOC(=O)C,0.56
CCN(CC)c1ccc2cc(/C=C/C(=O)/C=C(O)/C=C/c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,C(Cl)Cl,0.44
CCN(CC)c1ccc2cc(/C=C/C(=O)/C=C(O)/C=C/c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,C(Cl)(Cl)Cl,0.45
CCN(CC)c1ccc2cc(/C=C/C(=O)/C=C(O)/C=C/c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,CC(=O)C,0.2
CCN(CC)c1ccc2cc(/C=C/C(=O)/C=C(O)/C=C/c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,CC#N,0.06
CCN(CC)c1ccc2cc(/C=C/C(=O)/C=C(O)/C=C/c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,CS(=O)C,0.05
CCN(CC)c1ccc2cc(/C=C/C(O)=C3\CC/C(=C\c4cc5ccc(N(CC)CC)cc5oc4=O)C3=O)c(=O)oc2c1,C1COCCO1,0.36
CCN(CC)c1ccc2cc(/C=C/C(O)=C3\CC/C(=C\c4cc5ccc(N(CC)CC)cc5oc4=O)C3=O)c(=O)oc2c1,C(Cl)(Cl)Cl,0.24
CCN(CC)c1ccc2cc(/C=C/C(O)=C3\CC/C(=C\c4cc5ccc(N(CC)CC)cc5oc4=O)C3=O)c(=O)oc2c1,CC#N,0.01
CCN(CC)c1ccc2cc(/C=C/C(O)=C3\CC/C(=C\c4cc5ccc(N(CC)CC)cc5oc4=O)C3=O)c(=O)oc2c1,CN(C)C=O,0.04
CCN(CC)c1ccc2cc(/C=C/C(O)=C3\CC/C(=C\c4cc5ccc(N(CC)CC)cc5oc4=O)C3=O)c(=O)oc2c1,CS(=O)C,0.02
CCN(CC)c1ccc2cc(/C=C/C(O)=C/C(C)=O)c(=O)oc2c1,CC1=CC=CC=C1,0.66
CCN(CC)c1ccc2cc(/C=C/C(O)=C/C(C)=O)c(=O)oc2c1,CCOC(=O)C,0.5
CCN(CC)c1ccc2cc(/C=C/C(O)=C/C(C)=O)c(=O)oc2c1,C(Cl)Cl,0.52
CCN(CC)c1ccc2cc(/C=C/C(O)=C/C(C)=O)c(=O)oc2c1,C(Cl)(Cl)Cl,0.53
CCN(CC)c1ccc2cc(/C=C/C(O)=C/C(C)=O)c(=O)oc2c1,CC(=O)C,0.46
CCN(CC)c1ccc2cc(/C=C/C(O)=C/C(C)=O)c(=O)oc2c1,CC#N,0.36
CCN(CC)c1ccc2cc(/C=C/C(O)=C/C(C)=O)c(=O)oc2c1,CS(=O)C,0.39
CCN(CC)c1ccc2cc(/C=C/C(O)=C/C(C)=O)c(=O)oc2c1,CO,0.35
CCN(CC)c1ccc2cc(/C=C/C3=CC(/C=C/c4cc5ccc(N(CC)CC)cc5oc4=O)=[O+][B-](F)(F)O3)c(=O)oc2c1,C(Cl)(Cl)Cl,0.504
CCN(CC)c1ccc2cc(/C=C/C3=CC(/C=C/c4cc5ccc(N(CC)CC)cc5oc4=O)=[O+][B-](F)(F)O3)c(=O)oc2c1,CC(=O)C,0.032
CCN(CC)c1ccc2cc(/C=C/C3=CC(/C=C/c4cc5ccc(N(CC)CC)cc5oc4=O)=[O+][B-](F)(F)O3)c(=O)oc2c1,C(Cl)Cl,0.271
CCN(CC)c1ccc2cc(/C=C/C3=CC(/C=C/c4cc5ccc(N(CC)CC)cc5oc4=O)=[O+][B-](F)(F)O3)c(=O)oc2c1,CC#N,0.012
CCN(CC)c1ccc2cc(/C=C/C3=CC(/C=C/c4cc5ccc(N(CC)CC)cc5oc4=O)=[O+][B-](F)(F)O3)c(=O)oc2c1,CN(C)C=O,0.096
CCN(CC)c1ccc2cc(/C=C/C3=CC(/C=C/c4cc5ccc(N(CC)CC)cc5oc4=O)=[O+][B-](F)(F)O3)c(=O)oc2c1,CS(=O)C,0.008
CCN(CC)c1ccc2cc(/C=C/C3=C4CC/C(=C\c5cc6ccc(N(CC)CC)cc6oc5=O)C4=[O+][B-](F)(F)O3)c(=O)oc2c1,C(Cl)(Cl)Cl,0.22
CCN(CC)c1ccc2cc(/C=C/C3=C4CC/C(=C\c5cc6ccc(N(CC)CC)cc6oc5=O)C4=[O+][B-](F)(F)O3)c(=O)oc2c1,CS(=O)C,0.0068
CC[n+]1ccc(/C=C/c2ccc3ccc4cccc5ccc2c3c45)cc1,CC1=CC=CC=C1,0.082
CC[n+]1ccc(/C=C/c2ccc3ccc4cccc5ccc2c3c45)cc1,C1CCOC1,0.14
CC[n+]1ccc(/C=C/c2ccc3ccc4cccc5ccc2c3c45)cc1,CC#N,0.16
CC[n+]1ccc(/C=C/c2ccc3ccc4cccc5ccc2c3c45)cc1,CS(=O)C,0.19
CC[n+]1ccc(/C=C/c2ccc3ccc4cccc5ccc2c3c45)cc1,O,0.067
CC[N+]1=C(/C=C/c2ccc3ccc4cccc5ccc2c3c45)C(C)(C)c2ccccc21,C1CCOC1,0.008
CC[N+]1=C(/C=C/c2ccc3ccc4cccc5ccc2c3c45)C(C)(C)c2ccccc21,CS(=O)C,0.01
CC[n+]1ccc(/C=C/c2cc3cccc4ccc5cccc2c5c43)cc1,CC1=CC=CC=C1,0.085
CC[n+]1ccc(/C=C/c2cc3cccc4ccc5cccc2c5c43)cc1,C1CCOC1,0.083
CC[n+]1ccc(/C=C/c2cc3cccc4ccc5cccc2c5c43)cc1,CC#N,0.16
CC[n+]1ccc(/C=C/c2cc3cccc4ccc5cccc2c5c43)cc1,CS(=O)C,0.17
CC[n+]1ccc(/C=C/c2cc3cccc4ccc5cccc2c5c43)cc1,O,0.045
CC[N+]1=C(/C=C/c2cc3cccc4ccc5cccc2c5c43)C(C)(C)c2ccccc21,C1CCOC1,0.014
CC[N+]1=C(/C=C/c2cc3cccc4ccc5cccc2c5c43)C(C)(C)c2ccccc21,CC#N,0.016
CC[N+]1=C(/C=C/c2cc3cccc4ccc5cccc2c5c43)C(C)(C)c2ccccc21,CS(=O)C,0.013
CCN(CC)c1ccc2cc(/C=C/c3cccc[n+]3CCCS(=O)(=O)[O-])c(=O)oc2c1,CC1=CC=CC=C1,0.02
CCN(CC)c1ccc2cc(/C=C/c3cccc[n+]3CCCS(=O)(=O)[O-])c(=O)oc2c1,C1CCOC1,0.14
CCN(CC)c1ccc2cc(/C=C/c3cccc[n+]3CCCS(=O)(=O)[O-])c(=O)oc2c1,CC(=O)C,0.11
CCN(CC)c1ccc2cc(/C=C/c3cccc[n+]3CCCS(=O)(=O)[O-])c(=O)oc2c1,CC#N,0.11
CCN(CC)c1ccc2cc(/C=C/c3cccc[n+]3CCCS(=O)(=O)[O-])c(=O)oc2c1,CS(=O)C,0.16
CCN(CC)c1ccc2cc(/C=C/c3cccc[n+]3CCCS(=O)(=O)[O-])c(=O)oc2c1,O,0.03
COc1ccc(-c2ncccn2)cc1,C(Cl)Cl,0.01
COc1ccc(/C=C/c2ccncn2)cc1,C(Cl)Cl,0.01
CCCCCCOc1ccc(-c2ccc(/C=C/c3cc(/C=C/c4ccc(-c5ccc(OCCCCCC)cc5)cc4)ncn3)cc2)cc1,C(Cl)Cl,0.59
CN(C)c1ccc(/C=C/c2ncccn2)cc1,C(Cl)Cl,0.01
CN(C)c1ccc(-c2cc(-c3ccc(N(C)C)cc3)ncn2)cc1,C(Cl)Cl,0.72
C(=C/c1ncccn1)\c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C(Cl)Cl,0.6
c1ccc(N(c2ccccc2)c2ccc(-c3ccncn3)cc2)cc1,C(Cl)Cl,0.55
CC(C)(C)C1Nc2ccccc2C(=O)N1Cc1ccccc1,C(Cl)(Cl)Cl,0.055
CC(C)(C)C1Nc2ccccc2C(=O)N1Cc1ccccc1,C1CCCCC1,0.08
CC(C)(C)C1Nc2ccccc2C(=O)N1Cc1ccccc1,CO,0.034
CC(C)(C)C1Nc2ccccc2C(=O)N1Cc1ccccc1,CC#N,0.09
CCN(CC)c1ccc2c(c1)oc(=O)c1c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc12,C(Cl)(Cl)Cl,0.51
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3c(=O)oc4cc5c(cc4c3oc-2c1)CCCN5C,C(Cl)(Cl)Cl,0.27
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3c(=O)oc4cc5c(cc4c3oc-2c1)CCCN5C,CCO,0.05
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3c(=O)oc4c5c6c(cc4c3oc-2c1)CCCN6CCC5,C(Cl)(Cl)Cl,0.09
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc(N(CC)CC)ccc12,C(Cl)(Cl)Cl,0.49
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc(N(CC)CC)ccc12,CCO,0.2
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc(N(CC)CC)ccc12,O,0.01
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc3c(cc12)CCCN3C,C(Cl)(Cl)Cl,0.33
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc3c(cc12)CCCN3C,CCO,0.04
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1c3c4c(cc12)CCCN4CCC3,C(Cl)(Cl)Cl,0.11
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1c3c4c(cc12)CCCN4CCC3,CCO,0.01
Cn1cc(-c2nc3ccccc3nc2/C=C/N2CCCC2)c2ccccc21,CC#N,0.43
Cn1ccc(-c2nc3ccccc3nc2/C=C/N2CCCC2)c1,CC#N,0.33
COc1ccc(-c2nc3ccccc3nc2/C=C/N2CCCC2)s1,CC#N,0.21
C(=C/N1CCCC1)\c1nc2ccccc2nc1-c1ccccc1,CC#N,0.199
O=P1(c2ccccc2)C(c2ccccc2)=Cc2ccccc21,C1CCOC1,0.3
COc1ccc(C2=Cc3ccccc3P2(=O)c2ccccc2)cc1,C1CCOC1,0.41
O=P1(c2ccccc2)C(c2cccs2)=Cc2ccccc21,C1CCOC1,0.23
COc1ccc(-c2cc3ccccc3p2-c2ccccc2)cc1,C1CCOC1,0.09
c1ccc(-p2c(-c3cccs3)cc3ccccc32)cc1,C1CCOC1,0.07
CC(C)(C)c1ccc(C2=Cc3cc4c(cc3P2(=O)c2ccccc2)C=C(c2ccc(C(C)(C)C)cc2)P4(=O)c2ccccc2)cc1,C1CCOC1,0.44
CC(C)(C)c1ccc(-c2cc3cc4c(cc(-c5ccc(C(C)(C)C)cc5)p4-c4ccccc4)cc3p2-c2ccccc2)cc1,C1CCOC1,0.61
O=Cc1ccc(-c2cccs2)s1,CC#N,0.023
CCOC(=O)c1c(N)sc(/N=C/c2cccs2)c1C(=O)OCC,CC#N,0.0029
CCOC(=O)c1c(N)sc(/N=C/c2ccc(-c3cccs3)s2)c1C(=O)OCC,CC#N,0.0006
CCOC(=O)c1c(/N=C/c2cccs2)sc(/N=C/c2cccs2)c1C(=O)OCC,CC#N,0.0028
CCOC(=O)c1c(/N=C/c2ccc(-c3cccs3)s2)sc(/N=C/c2ccc(-c3cccs3)s2)c1C(=O)OCC,CC#N,0.0042
CCOC(=O)c1c(/N=C/c2cccs2)sc(/N=C/c2ccc(-c3cccs3)s2)c1C(=O)OCC,CC#N,0.0038
CCCCCCCCCCc1csc(/C=N/c2sc(/N=C/c3cc(CCCCCCCCCC)cs3)c(C(=O)OCC)c2C(=O)OCC)c1,CC#N,0.004
c1csc(-c2ccc(-c3cccs3)s2)c1,CC#N,0.09
c1csc(-c2ccc(-c3ccc(-c4ccc(-c5cccs5)s4)s3)s2)c1,CC#N,0.33
COc1cc2c(cc1/C=C/C(=C(CN)CN)c1ccccc1)c1ccccc1n2C,CCO,0.012
CCOc1cc2c(cc1/C=C/C(=C(CN)CN)c1ccccc1)c1ccccc1n2CC,CC1=CC=CC=C1,0.006
CCOc1cc2c(cc1/C=C/C(=C(CN)CN)c1ccccc1)c1ccccc1n2CC,C1CCOC1,0.01
CCOc1cc2c(cc1/C=C/C(=C(CN)CN)c1ccccc1)c1ccccc1n2CC,CCOC(=O)C,0.011
CCOc1cc2c(cc1/C=C/C(=C(CN)CN)c1ccccc1)c1ccccc1n2CC,C(Cl)Cl,0.051
CCOc1cc2c(cc1/C=C/C(=C(CN)CN)c1ccccc1)c1ccccc1n2CC,C(Cl)(Cl)Cl,0.048
CCOc1cc2c(cc1/C=C/C(=C(CN)CN)c1ccccc1)c1ccccc1n2CC,CC#N,0.045
CCOc1cc2c(cc1/C=C/C(=C(CN)CN)c1ccccc1)c1ccccc1n2CC,CCO,0.057
CCOc1cc2c(cc1/C=C/C(=C(CN)CN)c1ccccc1)c1ccccc1n2CC,CN(C)C=O,0.088
CCOc1cc2c(cc1/C=C/C(=C(CN)CN)c1ccccc1)c1ccccc1n2CC,CS(=O)C,0.139
COc1cc2c(cc1/C=C/C1=CC(=C(CN)CN)CC(C)(C)C1)c1ccccc1n2C,CC1=CC=CC=C1,0.007
COc1cc2c(cc1/C=C/C1=CC(=C(CN)CN)CC(C)(C)C1)c1ccccc1n2C,C1CCOC1,0.013
COc1cc2c(cc1/C=C/C1=CC(=C(CN)CN)CC(C)(C)C1)c1ccccc1n2C,CCOC(=O)C,0.009
COc1cc2c(cc1/C=C/C1=CC(=C(CN)CN)CC(C)(C)C1)c1ccccc1n2C,C(Cl)Cl,0.022
COc1cc2c(cc1/C=C/C1=CC(=C(CN)CN)CC(C)(C)C1)c1ccccc1n2C,C(Cl)(Cl)Cl,0.018
COc1cc2c(cc1/C=C/C1=CC(=C(CN)CN)CC(C)(C)C1)c1ccccc1n2C,CC#N,0.031
COc1cc2c(cc1/C=C/C1=CC(=C(CN)CN)CC(C)(C)C1)c1ccccc1n2C,CCO,0.021
COc1cc2c(cc1/C=C/C1=CC(=C(CN)CN)CC(C)(C)C1)c1ccccc1n2C,CN(C)C=O,0.038
COc1cc2c(cc1/C=C/C1=CC(=C(CN)CN)CC(C)(C)C1)c1ccccc1n2C,CS(=O)C,0.059
CCOc1cc2c(cc1/C=C/C1=CC(=C(CN)CN)CC(C)(C)C1)c1ccccc1n2CC,CC1=CC=CC=C1,0.008
CCOc1cc2c(cc1/C=C/C1=CC(=C(CN)CN)CC(C)(C)C1)c1ccccc1n2CC,C1CCOC1,0.021
CCOc1cc2c(cc1/C=C/C1=CC(=C(CN)CN)CC(C)(C)C1)c1ccccc1n2CC,CCOC(=O)C,0.026
CCOc1cc2c(cc1/C=C/C1=CC(=C(CN)CN)CC(C)(C)C1)c1ccccc1n2CC,C(Cl)Cl,0.028
CCOc1cc2c(cc1/C=C/C1=CC(=C(CN)CN)CC(C)(C)C1)c1ccccc1n2CC,C(Cl)(Cl)Cl,0.017
CCOc1cc2c(cc1/C=C/C1=CC(=C(CN)CN)CC(C)(C)C1)c1ccccc1n2CC,CC#N,0.018
CCOc1cc2c(cc1/C=C/C1=CC(=C(CN)CN)CC(C)(C)C1)c1ccccc1n2CC,CCO,0.025
CCOc1cc2c(cc1/C=C/C1=CC(=C(CN)CN)CC(C)(C)C1)c1ccccc1n2CC,CN(C)C=O,0.035
CCOc1cc2c(cc1/C=C/C1=CC(=C(CN)CN)CC(C)(C)C1)c1ccccc1n2CC,CS(=O)C,0.05
COc1ccc(-n2c3ccccc3c3cc(C=C(CN)CN)ccc32)cc1,CC1=CC=CC=C1,0.15
COc1ccc(-n2c3ccccc3c3cc(C=C(CN)CN)ccc32)cc1,C1CCOC1,0.03
COc1ccc(-n2c3ccccc3c3cc(C=C(CN)CN)ccc32)cc1,CCOC(=O)C,0.05
COc1ccc(-n2c3ccccc3c3cc(C=C(CN)CN)ccc32)cc1,C(Cl)(Cl)Cl,0.035
COc1ccc(-n2c3ccccc3c3cc(C=C(CN)CN)ccc32)cc1,CC#N,0.01
COc1ccc(-n2c3ccccc3c3cc(C=C(CN)CN)ccc32)cc1,CC(=O)C,0.018
COc1ccc(-n2c3ccccc3c3cc(C=C(CN)CN)ccc32)cc1,CO,0.015
COc1ccc(-n2c3ccccc3c3cc(C=C(CN)CN)ccc32)cc1,CS(=O)C,0.01
CCOC(=O)/C(=C\c1ccc2c(c1)c1ccccc1n2-c1ccc(OC)cc1)CN,CC1=CC=CC=C1,0.14
CCOC(=O)/C(=C\c1ccc2c(c1)c1ccccc1n2-c1ccc(OC)cc1)CN,C1CCOC1,0.13
CCOC(=O)/C(=C\c1ccc2c(c1)c1ccccc1n2-c1ccc(OC)cc1)CN,CCOC(=O)C,0.08
CCOC(=O)/C(=C\c1ccc2c(c1)c1ccccc1n2-c1ccc(OC)cc1)CN,C(Cl)(Cl)Cl,0.09
CCOC(=O)/C(=C\c1ccc2c(c1)c1ccccc1n2-c1ccc(OC)cc1)CN,CC#N,0.04
