SMILES,Solvent,Ex (nm),Em (nm),ST (nm),QY,AC(cm-1M-1),LogAC
Cc1ccc2oc(-c3cc4cc(C)ccc4oc3=O)cc2c1,MeCN,372,445,73,NA,31500,4.4983
Cc1ccc2oc3cc(OCC(O)CN4CCN(CCO)CC4)ccc3c(=O)c2c1,EtOH,NA,NA,NA,NA,478630,5.68
Cc1ccc2oc3cc(OCC(O)CNC(C)(C)CO)ccc3c(=O)c2c1,EtOH,NA,NA,NA,NA,602559,5.78
Cc1ccc2oc3ccc([N+](=O)[O-])cc3c(=O)c2c1[N+](=O)[O-],EtOH,NA,NA,NA,NA,23988,4.38
Cc1ccc2oc3ccccc3c(=O)c2c1,EtOH,NA,NA,NA,NA,29512,4.47
Cc1ccc2oc3ccccc3c(=O)c2c1[N+](=O)[O-],EtOH,NA,NA,NA,NA,35400,4.549
Cc1ccc2occ(CC(=O)NN)c2c1,THF,292,399,107,NA,NA,NA
Cc1ccc2occ(CC(=O)NN)c2c1,CH2Cl2,284,394,110,NA,NA,NA
Cc1ccc2occ(CC(=O)NN)c2c1,Acetone,293,404,111,NA,NA,NA
Cc1ccc2occ(CC(=O)NN)c2c1,EtOH,283,389,106,NA,NA,NA
Cc1ccc2occ(CC(=O)NN)c2c1,MeOH,279,400,121,NA,NA,NA
Cc1ccc2occ(CC(=O)NN)c2c1,MeCN,289,400,111,NA,NA,NA
Cc1ccc2occ(CC(=O)NN)c2c1,DMF,313,404,91,NA,NA,NA
Cc1ccc2sc3cc([N+](=O)[O-])cc(C(=O)O)c3c(=O)c2c1,CHCl3,NA,NA,NA,NA,4000,3.6021
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,MeCN,401,NA,NA,0.0041,5410,3.7332
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,MeOH,402,NA,NA,0.12,5730,3.7582
Cc1cccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)c1,DMSO,555,570,15,NA,NA,NA
Cc1cccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)c1C,DMSO,560,576,16,NA,NA,NA
Cc1cccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)n1,DMSO,556,570,14,NA,NA,NA
CC1CCCC(=O)/C1=C/C1CC1,MeOH,NA,NA,NA,NA,11400,4.0569
CC1CCCC(=O)/C1=C\C1CC1,MeOH,NA,NA,NA,NA,11700,4.0682
Cc1cccc(C(=O)Nc2ccc(C(=O)/C=C/c3ccc(N(C)CCO)cc3)cc2)c1,DMSO,430,561,131,0.16,NA,NA
Cc1cccc(C(=O)Nc2ccc(C(=O)/C=C/c3ccc(N(C)CCO)cc3)cc2)c1C,DMSO,429,562,133,0.18,NA,NA
Cc1cccc(C)c1/C=C/c1cc(C)c2n1[B-](F)(F)[N+]1=CC=CC1=C2,DMSO,544,570,26,NA,NA,NA
Cc1cccc(C)c1/C=C/c1nc(N2CCOCC2)c2c([n+]1[O-])CCCC2,CH2Cl2,384,536,152,0.29,5200,3.716
Cc1cccc(C)c1[N+]1=Cc2cccn2[B-]1(c1ccccc1)c1ccccc1,THF,353,376,23,NA,NA,NA
Cc1cccc(C)c1C1=C(c2c(C)cccc2C)N(c2c(C(C)C)cccc2C(C)C)B(c2ccccc2)N1c1c(C(C)C)cccc1C(C)C,THF,344,484,140,0.16,NA,NA
Cc1cccc(C)c1C1=C2C=C(c3ccc4c(=O)[nH][nH]c(=O)c4c3)C(c3ccc(-c4ccc(NC(=O)OC(C)(C)C)cc4)s3)=[N+]2[B-](F)(F)n2c1ccc2-c1ccc(-c2ccc(NC(=O)OC(C)(C)C)cc2)s1,Acetone,662,NA,NA,NA,NA,NA
Cc1cccc(C)c1C1=C2C=C(c3ccc4c(=O)[nH][nH]c(=O)c4c3)C(c3ccc(-c4ccc(NC(=O)OC(C)(C)C)cc4)s3)=[N+]2[B-](F)(F)n2c1ccc2-c1ccc(-c2ccc(NC(=O)OC(C)(C)C)cc2)s1,DMSO,678,NA,NA,NA,NA,NA
Cc1cccc(C)c1C1=C2C=CC(=[N+](C)C)C=C2P(=O)(c2ccccc2)c2cc(N(C)C)ccc21,H2O,700,735,35,0.35,NA,NA
Cc1cccc(C)c1C1=C2C=CC(=[N+](C)C)C=C2S(=O)(=O)c2cc(N(C)C)ccc21,H2O,704,742,38,0.097,NA,NA
Cc1cccc(C)c1C1=C2C=CC(=O)C=C2P(=O)(c2ccccc2)c2cc(O)ccc21,H2O,NA,NA,NA,NA,54100,4.7332
Cc1cccc(C)c1C1=C2C=CC(c3ccc(-c4ccc(N)cc4)s3)=[N+]2[B-](F)(F)n2c1ccc2-c1ccc(-c2ccc(N)cc2)s1,CH2Cl2,708,NA,NA,NA,NA,NA
Cc1cccc(C)c1C1=C2C=CC(c3ccc(-c4ccccc4)s3)=[N+]2[B-](F)(F)n2c1ccc2-c1ccc(-c2ccccc2)s1,CH2Cl2,672,NA,NA,NA,NA,NA
Cc1cccc(C)c1C1=C2C=CC(N(Cc3ccccn3)Cc3ccccn3)=[N+]2[B-](F)(F)n2c1ccc2-c1ccc(S(=O)(=O)OCC(C)(C)C)cc1,MeCN,502,NA,NA,NA,NA,NA
Cc1cccc(C)c1C1=c2cc3cc4c5c(c3cc2C2(c3ccccc3Oc3ccccc32)c2cc3c6c7c(cc3cc21)CCCN7CCC6)CCC[N+]=5CCC4,CH2Cl2,873,915,42,0.094,NA,NA
Cc1cccc(C)c1-c1c2ccc(N(C)C)cc2[n+](C)c2cc(N(C)C)ccc12,MeCN,NA,NA,NA,NA,71000,4.8513
Cc1cccc(C)c1-c1c2nc(c(-c3c(C)cccc3C)c3ccc([nH]3)c(-c3c(C)cccc3C)c3nc(c(-c4c(C)cccc4C)c4ccc1[nH]4)C=C3)C=C2,Pyridine,NA,NA,NA,NA,269152,5.43
Cc1cccc(C)c1-c1c2nc(cc3ccc([nH]3)c(-c3c(C)cccc3C)c3nc(cc4ccc1[nH]4)C=C3)C=C2,CHCl3,NA,NA,NA,NA,371535,5.57
Cc1cccc(C)c1-c1cc2c(C)c3c4cc5nc6ccc7c8c(C)c9cc(-c%10c(C)cccc%10C)c(-c%10c(C)cccc%10C)cc9c(C)c8c7c6nc5cc4c3c(C)c2cc1-c1c(C)cccc1C,CHCl3,487,576,89,0.07,NA,NA
Cc1cccc(C)c1-c1cccc(-c2c(C)cccc2C)c1Cc1cc(C(C)(C)C)cc(Cc2c(-c3c(C)cccc3C)cccc2-c2c(C)cccc2C)c1N=S=S,Hexane,NA,NA,NA,NA,140000,5.1461
Cc1cccc(C)c1-c1cccc(-c2c(C)cccc2C)c1Cc1cc(C(C)(C)C)cc(Cc2c(-c3c(C)cccc3C)cccc2-c2c(C)cccc2C)c1SI,CHCl3,NA,NA,NA,NA,4000,3.6021
Cc1cccc(C)c1Cc1nccc2c1[nH]c1ccccc12,EtOH,NA,NA,NA,NA,28184,4.45
Cc1cccc(C)c1N1C(c2ccccc2)=Cc2ccc3ccccc3[n+]2[B-]1(F)F,CH2Cl2,447,468,21,0.62,30903,4.49
Cc1cccc(C)c1N1C(c2ccccc2)=Cc2cccc[n+]2[B-]1(F)F,CH2Cl2,397,453,56,0.36,19498,4.29
Cc1cccc(C)c1Nc1ccc(/C=C/c2ccc3ccccc3c2)cc1,Hexane,350,385,35,0.2,NA,NA
Cc1cccc(C)c1Nc1ccc(/C=C/c2ccc3ccccc3c2)cc1,MeCN,356,450,94,0.08,NA,NA
Cc1cccc(C)c1Nc1ccc(/C=C/c2ccccc2)cc1,Hexane,341,375,34,0.11,NA,NA
Cc1cccc(C)c1Nc1ccc(/C=C/c2ccccc2)cc1,MeCN,347,424,77,0.04,NA,NA
Cc1cccc(C)c1Nc1ccc(/C=C/c2cccnc2)cc1,Hexane,346,383,37,0.08,NA,NA
Cc1cccc(C)c1Nc1ccc(/C=C/c2cccnc2)cc1,MeCN,351,450,99,0.05,NA,NA
Cc1cccc(C)c1Oc1cccc2c1C(=O)c1ccccc1C2=O,EtOH,NA,NA,NA,NA,44668,4.65
Cc1cccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1O,CH2Cl2,392,473,81,0.6,NA,NA
Cc1cccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1O,MeCN,391,480,89,0.52,NA,NA
Cc1cccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1O,MeOH,395,496,101,0.15,NA,NA
Cc1cccc(C2=C(c3cccc(C)c3)C3=Cc4ccccc4NB3OB3Nc4ccccc4C=C32)c1,CH2Cl2,413,427,14,0.79,NA,NA
Cc1cccc(C2=CC3=C(c4c(C)cc(C)cc4C)c4cc(-c5cccc(C)c5)c(-c5cccc(C)c5)n4[B-](F)(F)[N+]3=C2c2cccc(C)c2)c1,Cyclohexane,579,625,46,0.41,97724,4.99
Cc1cccc(C2=CC3=C(c4c(C)cc(C)cc4C)c4cc(-c5cccc(C)c5)c(-c5cccc(C)c5)n4[B-](F)(F)[N+]3=C2c2cccc(C)c2)c1,Toluene,571,628,57,0.44,97724,4.99
Cc1cccc(C2=CC3=C(c4c(C)cc(C)cc4C)c4cc(-c5cccc(C)c5)c(-c5cccc(C)c5)n4[B-](F)(F)[N+]3=C2c2cccc(C)c2)c1,CH2Cl2,573,627,54,0.3,85114,4.93
Cc1cccc(C2=CC3=C(c4c(C)cc(C)cc4C)c4cc(-c5cccc(C)c5)c(-c5cccc(C)c5)n4[B-](F)(F)[N+]3=C2c2cccc(C)c2)c1,THF,577,626,49,0.33,93325,4.97
Cc1cccc(C2=CC3=C(c4c(C)cc(C)cc4C)c4cc(-c5cccc(C)c5)c(-c5cccc(C)c5)n4[B-](F)(F)[N+]3=C2c2cccc(C)c2)c1,MeCN,559,620,61,0.24,83176,4.92
Cc1cccc(C2=CC3=C(c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc5n4[Ni+2]n4c(cc(-c6cccc(C)c6)c4=CC2=N3)=C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)C2=NC(=C5c3cc(C(C)(C)C)cc(C(C)(C)C)c3)C=C2)c1,CH2Cl2,NA,NA,NA,NA,270000,5.4314
Cc1cccc(C2=CC3=NC2=C(C=O)c2ccc4n2[Ni+2]n2c(ccc2=C3c2cc(C(C)(C)C)cc(C(C)(C)C)c2)=C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)C2=NC(=C4c3cc(C(C)(C)C)cc(C(C)(C)C)c3)C=C2)c1,CH2Cl2,NA,NA,NA,NA,160000,5.2041
Cc1cccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)c1,CHCl3,434,447,13,0.188,NA,NA
Cc1cccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)c1,CHCl3,402,465,63,0.06,32600,4.5132
Cc1cccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)c1,CHCl3,429,440,11,0.53,34200,4.534
Cc1cccc(-c2c(-c3cccc(C)c3)c3cc(C(C)(C)C)cc4c(-c5cccc(C)c5)c(-c5cccc(C)c5)c5cccc2c5[n+]34)c1,CH2Cl2,355,472,117,0.75,NA,NA
Cc1cccc(C2C3=C(CCCC3=O)Nc3c2c(=O)oc2ccccc32)c1,DMSO,366,NA,NA,NA,NA,NA
Cc1cccc(-c2c3nc(c(-c4cccc(C)c4)c4ccc([nH]4)c(-c4cccc(C)c4)c4nc(c(-c5cccc(C)c5)c5ccc2[nH]5)C(Br)=C4Br)C(Br)=C3Br)c1,CH2Cl2,NA,NA,NA,NA,288403,5.46
Cc1cccc(-c2c3nc(c(-c4cccc(C)c4)c4ccc([nH]4)c(-c4cccc(C)c4)c4nc(c(-c5cccc(C)c5)c5ccc2[nH]5)C=C4)C=C3)c1,Pyridine,NA,NA,NA,NA,436513,5.64
Cc1cccc(-c2c3nc(c(-c4cccc(C)c4)c4ccc([nH]4)c(-c4cccc(C)c4)c4nc(c(-c5cccc(C)c5)c5ccc2[nH]5)C=C4)C=C3)c1,CH2Cl2,NA,NA,NA,NA,380189,5.58
Cc1cccc(-c2c3nc(c(-c4cccc(C)c4C)c4ccc([nH]4)c(-c4cccc(C)c4C)c4nc(c(-c5cccc(C)c5C)c5ccc2[nH]5)C=C4)C=C3)c1C,Pyridine,NA,NA,NA,NA,407378,5.61
Cc1cccc(-c2c3nc(c(-c4cccc(CBr)c4)c4ccc([nH]4)c(-c4cccc(CBr)c4)c4nc(c(-c5cccc(CBr)c5)c5ccc2[nH]5)C=C4)C=C3)c1,CHCl3,NA,NA,NA,NA,397000,5.5988
Cc1cccc(-c2cccc(C)c2)c1,Cyclohexane,260,335,75,0.28,NA,NA
Cc1cccc(-c2cccc3c2C(=O)c2c(cccc2-c2cccc(C)c2C)C3=O)c1C,Cyclohexane,NA,NA,NA,NA,51000,4.7076
Cc1cccc(-c2cnc3ccc4ccccc4n23)c1,CH2Cl2,325,425,100,0.55,9120,3.96
Cc1cccc(-c2coc3cc(O)ccc3c2=O)c1,H2O,336,469,133,0.05,NA,NA
Cc1cccc(-c2nc3sc4ccccc4c3s2)c1,DMSO,348,412,64,0.84,20600,4.3139
Cc1cccc(Cc2c[nH]c3c(=O)[nH]c(N)nc23)c1,H2O,NA,NA,NA,NA,21800,4.3385
Cc1cccc(Cc2ccccc2)n1,EtOH,NA,NA,NA,NA,16218,4.21
Cc1cccc(Cc2nc3c(Cc4ccccc4)[nH]c(-c4ccc(O)cc4)cn-3c2=O)c1,MeOH,NA,NA,NA,NA,22500,4.3522
Cc1cccc(Cc2nc3cccnc3[nH]2)c1,EtOH,NA,NA,NA,NA,21878,4.34
Cc1cccc(Cl)c1/C=C/c1cc(C)c2n1[B-](F)(F)[N+]1=CC=CC1=C2,DMSO,543,567,24,NA,NA,NA
Cc1cccc(N(c2ccccc2)c2ccc(C(=Cc3ccc4ccccc4c3)CN)cc2)c1,THF,413,NA,NA,NA,NA,NA
Cc1cccc(N(c2ccccc2)c2ccc(C(=Cc3cccc4ccccc34)CN)cc2)c1,THF,403,NA,NA,NA,NA,NA
Cc1cccc(N/C=C2\CCCc3cc4c([o+]c32)/C(=C/Nc2cccc(C)c2)CCC4)c1,MeCN,NA,NA,NA,NA,41687,4.62
Cc1cccc(N=c2c3ccccc3c3ccccc3n2C)c1,EtOH,NA,NA,NA,NA,23988,4.38
Cc1cccc(N=Cc2cc3[nH]c2c(-c2ccc(C(C)C)cc2)c2nc(c(-c4ccc(C(C)C)cc4)c4ccc([nH]4)c(-c4ccc(C(C)C)cc4)c4nc(c3-c3ccc(C(C)C)cc3)C=C4)C=C2)c1,CHCl3,NA,NA,NA,NA,251189,5.4
Cc1cccc(N=Nc2c(N)n3c(nc4ccccc43)[nH]c2=O)c1,CHCl3,418,NA,NA,NA,NA,NA
Cc1cccc(N2c3c(sc4ccccc34)Sc3sc4ccccc4c32)c1,CH2Cl2,309,NA,NA,NA,NA,NA
Cc1cccc(NC(=O)c2ccc(N(C)C)cc2)c1,Cyclohexane,306,452,146,0.0013,25600,4.4082
Cc1cccc(NC(=O)c2ccc(N(C)C)cc2)c1,Diethyl ether,306,498,192,0.0048,33500,4.525
Cc1cccc(NC(=O)c2ccc(N(C)C)cc2)c1,THF,311,518,207,0.0044,29500,4.4698
Cc1cccc(NC(=O)c2ccc(N(C)C)cc2)c1,MeCN,314,502,188,0.0063,34700,4.5403
Cc1cccc(NC(=O)c2csc(Cc3ccccc3)c2O)n1,EtOH,NA,NA,NA,NA,22400,4.3502
Cc1cccc(Nc2ccccc2C(=O)O)c1C,Cyclohexane,360,438,78,0.0049,NA,NA
Cc1cccc(Nc2ccccc2C(=O)O)c1C,Dioxane,354,437,83,0.0035,NA,NA
Cc1cccc(Nc2ccccc2C(=O)O)c1C,CHCl3,357,442,85,NA,NA,NA
Cc1cccc(Nc2ccccc2C(=O)O)c1C,Ethyl acetate,351,439,88,0.0032,NA,NA
Cc1cccc(Nc2ccccc2C(=O)O)c1C,THF,352,438,86,0.0074,NA,NA
Cc1cccc(Nc2ccccc2C(=O)O)c1C,MeCN,351,398,47,0.0013,NA,NA
Cc1cccc(Nc2ccccc2C(=O)O)c1C,MeOH,345,390,45,NA,NA,NA
Cc1cccc(Nc2ccccc2C(=O)O)c1C,DMF,348,385,37,0.0013,NA,NA
Cc1cccc(Nc2nc(C)nc3[nH]c(Cc4ccccc4)c(C)c23)c1,EtOH,NA,NA,NA,NA,31623,4.5
Cc1cccc(OCc2nnc(-c3ccn4c(C)nc(Cl)c4c3)o2)c1,MeCN,378,NA,NA,NA,NA,NA
Cc1cccc2[n+]1[B-](c1ccccc1)(c1ccccc1)c1cccc3c4c5c(cccc5c-2c13)[B-](c1ccccc1)(c1ccccc1)[n+]1c(C)cccc1-4,CH2Cl2,542,611,69,0.56,19200,4.2833
Cc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,Hexane,464,494,30,0.99,33100,4.5198
Cc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,Toluene,475,498,23,0.99,28700,4.4579
Cc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,THF,472,496,24,0.99,29200,4.4654
Cc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,MeCN,465,495,30,0.99,29600,4.4713
Cc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,CH2Cl2,441,521,80,0.99,NA,NA
Cc1cccc2c(=O)c3ccccc3n(CCCCOc3ccccc3)c12,EtOH,NA,NA,NA,NA,32359,4.51
Cc1cccc2c(=O)c3ccccc3oc12,EtOH,NA,NA,NA,NA,42560,4.629
Cc1cccc2c1C(=O)C1=C(CCCC1)S2(=O)=O,MeOH,NA,NA,NA,NA,8318,3.92
CC1CCCc2c1c1c([nH]c2=O)CCCC1,MeOH,NA,NA,NA,NA,5090,3.7067
Cc1cccc2c1nc1c(=O)n(C)c(=O)nc-1n2C,MeCN,440,493,53,0.14,NA,NA
Cc1cccc2c3c(ccc12)C(=O)C(C(C)CO)=C(O)C3=O,MeOH,NA,NA,NA,NA,33884,4.53
Cc1cccc2cc(C)c3c4ccccc4[nH]c3c12,CH2Cl2,296,364,68,0.223,17783,4.25
Cc1cccc2cc(-c3cc4cccc(C)c4oc3=O)oc12,Toluene,376,436,60,NA,26000,4.415
Cc1cccc2cc(-c3cc4cccc(C)c4oc3=O)oc12,Ethyl acetate,370,436,66,NA,27300,4.4362
Cc1cccc2cc(-c3cc4cccc(C)c4oc3=O)oc12,MeCN,369,451,82,NA,24200,4.3838
Cc1cccc2cc(-c3cc4cccc(C)c4oc3=O)oc12,H2O,367,488,121,NA,23800,4.3766
Cc1cccc2cc3c(=O)n(C)c(=O)n(C)c3nc12,CHCl3,362,417,55,0.17,NA,NA
Cc1cccc2cc3c(=O)n(C)c(=O)n(C)c3nc12,CH2Cl2,362,417,55,0.04,NA,NA
Cc1cccc2cc3c(=O)n(C)c(=O)n(C)c3nc12,MeCN,359,417,58,0.21,NA,NA
Cc1cccc2cc3c(=O)n(C)c(=O)n(C)c3nc12,EtOH,359,423,64,0.26,NA,NA
Cc1cccc2cc3c(=O)n(C)c(=O)n(C)c3nc12,MeOH,361,425,64,0.28,NA,NA
CC1CCCc2cc3cc4ccccc4nc3nc21,DMF,365,NA,NA,NA,NA,NA
Cc1cccc2ccc3c(c12)C=CC(C)(C)O3,EtOH,NA,NA,NA,NA,51700,4.7135
Cc1cccc2nc(-c3cc(=O)c(OCc4ccccc4)co3)c(NC3CCCCC3)n12,CH2Cl2,352,476,124,0.231,NA,NA
Cc1cccc2nc(-c3cc(-c4ccc(Cl)cc4)n(-c4ccccc4)n3)c(NC(C)(C)C)n12,CHCl3,328,430,102,0.25,NA,NA
Cc1cccc2nc(-c3ccc(-c4cc(=O)cc(-c5ccccc5)o4)cc3)c(NC3CCCCC3)n12,CH2Cl2,356,506,150,0.032,NA,NA
Cc1cccc2nc3[nH]c(=O)[nH]c(=O)c3nc12,MeCN,380,452,72,0.017,NA,NA
Cc1cccc2nc3c(=O)[nH]c(=O)[nH]c3nc12,DCB,380,450,70,0.028,NA,NA
Cc1cccc2nc3c(=O)[nH]c(=O)[nH]c3nc12,H2O,386,495,109,0.053,NA,NA
Cc1cccc2nc3c(=O)[nH]c(=O)[nH]c3nc12,MeCN,379,449,70,0.018,NA,NA
Cc1cccc2nc3c(=O)n(C)c(=O)nc-3n(C)c12,MeCN,439,532,93,0.07,NA,NA
Cc1cccc2oc3ccccc3c(=O)c12,EtOH,NA,NA,NA,NA,37670,4.576
Cc1cccc2sc3ccccc3c(=O)c12,MeOH,NA,NA,NA,NA,43651,4.64
Cc1ccccc1,Cyclohexane,256,287,31,0.22,NA,NA
CC1CCCCC1,EtOH,284,NA,NA,NA,NA,NA
Cc1ccccc1/C(=C/c1ccc(N(C)C)cc1)CN,Hexane,364,431,67,0.012,34680,4.5401
Cc1ccccc1/C(=C/c1ccc(N(C)C)cc1)CN,Toluene,366,464,98,0.021,34950,4.5434
Cc1ccccc1/C(=C/c1ccc(N(C)C)cc1)CN,DMSO,385,453,68,0.011,28490,4.4547
Cc1ccccc1/C(=C/c1ccc(N(C)C)cc1)CN,DMF,382,456,74,0.015,28970,4.4619
Cc1ccccc1/C(=C/c1ccc(N(C)C)cc1)CN,Dioxane,376,476,100,0.01,33480,4.5248
Cc1ccccc1/C(=C/c1ccc(N(C)C)cc1)CN,THF,376,484,108,0.011,32080,4.5062
Cc1ccccc1/C(=C/c1ccc(N(C)C)cc1)CN,Ethyl acetate,373,490,117,0.007,31510,4.4984
Cc1ccccc1/C(=C/c1ccc(N(C)C)cc1)CN,MeCN,377,427,50,0.014,30080,4.4783
Cc1ccccc1/C(=C/c1ccc(N(C)C)cc1)CN,CHCl3,378,481,103,0.009,32470,4.5115
Cc1ccccc1/C(=C/c1ccc(N(C)C)cc1)CN,MeOH,374,450,76,0.005,31340,4.4961
Cc1ccccc1/C=C/c1cc(C)c2n1[B-](F)(F)[N+]1=CC=CC1=C2,DMSO,556,573,17,NA,NA,NA
Cc1ccccc1[B-]1(c2ccccc2C)n2nc(C(F)(F)F)cc2-c2c3ccccc3cc[n+]21,Toluene,380,414,34,0.0259,NA,NA
Cc1ccccc1[B-]1(c2ccccc2C)n2nc(C(F)(F)F)cc2-c2c3ccccc3cc[n+]21,CH2Cl2,374,412,38,0.0197,NA,NA
Cc1ccccc1[B-]1(c2ccccc2C)n2nc(C(F)(F)F)cc2-c2c3ccccc3cc[n+]21,Cyclohexane,374,414,40,0.0285,NA,NA
Cc1ccccc1C,Cyclohexane,258,291,33,0.26,NA,NA
Cc1ccccc1C(=O)Nc1ccc(C(=O)/C=C/c2ccc(N(C)CCO)cc2)cc1,DMSO,430,562,132,0.13,NA,NA
Cc1ccccc1C(=O)NN1C2=C(CC3=C1CC(C)(C)CC3=O)C(=O)CC(C)(C)C2,CH2Cl2,368,436,68,0.47,NA,NA
Cc1ccccc1C(=O)NN1C2=C(CC3=C1CC(C)(C)CC3=O)C(=O)CC(C)(C)C2,MeOH,376,432,56,0.3,NA,NA
Cc1ccccc1C(C1=C(O)CC(C)(C)CC1=O)C1=C(O)CC(C)(C)CC1=O,CHCl3,NA,NA,NA,NA,18197,4.26
Cc1ccccc1C(C1=C(O)CC(C)(C)CC1=O)C1=C(O)CC(C)(C)CC1=O,EtOH,NA,NA,NA,NA,19953,4.3
Cc1ccccc1C(C1=c2c(Cl)cc3n2[Ni+2]n2c(ccc2C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)=C2C=C(Cl)C1=N2)C(c1cc(C(C)(C)C)cc(C(C)(C)C)c1)=C1C=CC(=N1)C=3c1cc(C(C)(C)C)cc(C(C)(C)C)c1)c1ccccc1C,CH2Cl2,NA,NA,NA,NA,200000,5.301
Cc1ccccc1C1=C2C=C(c3ccc(C=O)cc3)C(/C=C/c3ccc(C(F)(F)F)cc3)=[N+]2[B-](F)(F)n2c1cc(-c1ccc(C=O)cc1)c2/C=C/c1ccc(C(F)(F)F)cc1,Cyclohexane,650,NA,NA,NA,NA,NA
Cc1ccccc1C1=C2C=C(c3ccc(C=O)cc3)C(/C=C/c3ccc(C(F)(F)F)cc3)=[N+]2[B-](F)(F)n2c1cc(-c1ccc(C=O)cc1)c2/C=C/c1ccc(C(F)(F)F)cc1,Ethyl acetate,646,NA,NA,NA,NA,NA
Cc1ccccc1C1=C2C=C(c3ccc(C=O)cc3)C(/C=C/c3ccc(C(F)(F)F)cc3)=[N+]2[B-](F)(F)n2c1cc(-c1ccc(C=O)cc1)c2/C=C/c1ccc(C(F)(F)F)cc1,MeOH,644,NA,NA,NA,NA,NA
Cc1ccccc1C1=C2C=c3c(oc4c3ccc3ccccc34)=[N+]2[B-](F)(F)n2c1cc1c3ccc4ccccc4c3oc12,MeOH,606,625,19,0.48,92000,4.9638
Cc1ccccc1C1=C2C=c3c(oc4c3ccc3ccccc34)=[N+]2[B-](F)(F)n2c1cc1c3ccc4ccccc4c3oc12,Ethyl acetate,607,627,20,0.69,100000,5
Cc1ccccc1C1=C2C=c3c(oc4c3ccc3ccccc34)=[N+]2[B-](F)(F)n2c1cc1c3ccc4ccccc4c3oc12,Cyclohexane,613,625,12,0.81,129000,5.1106
Cc1ccccc1C1=C2C=c3c(oc4ccc(C(C)(C)C)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(C(C)(C)C)ccc3oc12,MeOH,586,601,15,0.86,166000,5.2201
Cc1ccccc1C1=C2C=c3c(oc4ccc(C(C)(C)C)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(C(C)(C)C)ccc3oc12,Ethyl acetate,588,602,14,0.93,181000,5.2577
Cc1ccccc1C1=C2C=c3c(oc4ccc(C(C)(C)C)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(C(C)(C)C)ccc3oc12,Cyclohexane,592,602,10,0.89,232000,5.3655
Cc1ccccc1C1=C2C=c3c(oc4ccc(F)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(F)ccc3oc12,MeOH,575,588,13,0.89,123000,5.0899
Cc1ccccc1C1=C2C=c3c(oc4ccc(F)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(F)ccc3oc12,Ethyl acetate,577,588,11,0.93,127000,5.1038
Cc1ccccc1C1=C2C=c3c(oc4ccc(F)cc34)=[N+]2[B-](F)(F)n2c1cc1c3cc(F)ccc3oc12,Cyclohexane,582,590,8,0.95,173000,5.238
Cc1ccccc1C1=C2C=c3c(oc4ccccc34)=[N+]2[B-](F)(F)n2c1cc1c3ccccc3oc12,MeOH,581,595,14,0.88,164000,5.2148
Cc1ccccc1C1=C2C=c3c(oc4ccccc34)=[N+]2[B-](F)(F)n2c1cc1c3ccccc3oc12,Ethyl acetate,582,595,13,0.93,169000,5.2279
Cc1ccccc1C1=C2C=c3c(oc4ccccc34)=[N+]2[B-](F)(F)n2c1cc1c3ccccc3oc12,Cyclohexane,587,596,9,0.88,215000,5.3324
Cc1ccccc1C1=C2C=CC(=[N+](C)C)C=C2[B-](O)(O)c2cc(N(C)C)ccc21,H2O,620,NA,NA,NA,NA,NA
Cc1ccccc1C1=C2C=CC(=[N+](C)C)C=C2[Bi](c2ccccc2)c2cc(N(C)C)ccc21,H2O,NA,NA,NA,NA,77600,4.8899
Cc1ccccc1C1=C2C=CC(=[N+](C)C)C=C2[Si](O)(O)c2cc(N(C)C)ccc21,H2O,663,NA,NA,NA,NA,NA
Cc1ccccc1C1=C2C=CC(=[N+](C)C)C=C2[Sn](C)(C)c2cc(N(C)C)ccc21,H2O,614,NA,NA,NA,NA,NA
